@relation test

@attribute timestamp DATE "yyyy-MM-dd' 'HH:mm:ss.SS" 
@attribute x numeric
@attribute y numeric
@attribute z numeric

@data
'2010-06-26 01:05:01.8',-34,2,-33
'2010-06-26 01:05:01.84',-87,-2,-68
'2010-06-26 01:05:01.88',-128,-16,6
'2010-06-26 01:05:01.92',-128,127,123
'2010-06-26 01:05:01.96',-128,127,123
'2010-06-26 01:05:02.0',-114,127,119
'2010-06-26 01:05:02.04',-118,74,46
'2010-06-26 01:05:02.08',-28,114,115
'2010-06-26 01:05:02.12',-95,24,54
'2010-06-26 01:05:02.16',-128,52,59
'2010-06-26 01:05:02.2',-128,5,31
'2010-06-26 01:05:02.24',-128,-58,-71
'2010-06-26 01:05:02.28',-98,-61,-60
'2010-06-26 01:05:02.32',-128,-128,-116
'2010-06-26 01:05:02.36',-128,-60,-102
'2010-06-26 01:05:02.4',-116,-58,-100
'2010-06-26 01:05:02.44',-89,-51,-106
'2010-06-26 01:05:02.48',-29,-29,-68
'2010-06-26 01:05:02.52',-16,-24,-36
'2010-06-26 01:05:02.56',-80,-1,-65
'2010-06-26 01:05:02.6',-114,17,-71
'2010-06-26 01:05:02.64',-128,30,26
'2010-06-26 01:05:02.68',-128,122,123
'2010-06-26 01:05:02.72',-106,127,123
'2010-06-26 01:05:02.76',-95,111,39
'2010-06-26 01:05:02.8',-81,24,41
'2010-06-26 01:05:02.84',-100,24,-24
'2010-06-26 01:05:02.88',-104,54,21
'2010-06-26 01:05:02.92',-120,18,25
'2010-06-26 01:05:02.96',-128,-38,-31
'2010-06-26 01:05:03.0',-128,-73,-86
'2010-06-26 01:05:03.04',-128,-118,-19
'2010-06-26 01:05:03.08',-128,-68,-125
'2010-06-26 01:05:03.12',-111,-71,-103
'2010-06-26 01:05:03.16',-114,-67,-110
'2010-06-26 01:05:03.2',-47,-32,-68
'2010-06-26 01:05:03.24',4,6,-44
'2010-06-26 01:05:03.28',-56,2,-50
'2010-06-26 01:05:03.32',-126,-4,-38
'2010-06-26 01:05:03.36',-128,17,57
'2010-06-26 01:05:03.4',-128,87,112
'2010-06-26 01:05:03.44',-125,127,123
'2010-06-26 01:05:03.48',-84,125,121
'2010-06-26 01:05:03.52',116,127,123
'2010-06-26 01:05:03.56',14,85,37
'2010-06-26 01:05:03.6',-100,90,4
'2010-06-26 01:05:03.64',-105,37,18
'2010-06-26 01:05:03.68',-128,-5,10
'2010-06-26 01:05:03.72',-128,-66,-68
'2010-06-26 01:05:03.76',-68,-27,-59
'2010-06-26 01:05:03.8',-128,-128,-112
'2010-06-26 01:05:03.84',-114,-52,-93
'2010-06-26 01:05:03.88',-111,-65,-85
'2010-06-26 01:05:03.92',-80,-44,-100
'2010-06-26 01:05:03.96',8,-42,-31
'2010-06-26 01:05:04.0',-20,-6,-38
'2010-06-26 01:05:04.04',-49,-6,-47
'2010-06-26 01:05:04.08',-128,12,-41
'2010-06-26 01:05:04.12',-128,62,123
'2010-06-26 01:05:04.16',-128,116,123
'2010-06-26 01:05:04.2',-106,127,123
'2010-06-26 01:05:04.24',-84,97,27
'2010-06-26 01:05:04.28',-80,6,43
'2010-06-26 01:05:04.32',-98,-9,10
'2010-06-26 01:05:04.36',-119,50,16
'2010-06-26 01:05:04.4',-127,15,13
'2010-06-26 01:05:04.44',-128,-42,-31
'2010-06-26 01:05:04.48',-128,-66,-69
'2010-06-26 01:05:04.52',-128,-122,-87
'2010-06-26 01:05:04.56',-128,-66,-109
'2010-06-26 01:05:04.6',-108,-78,-108
'2010-06-26 01:05:04.64',-100,-66,-86
'2010-06-26 01:05:04.68',-60,-34,-79
'2010-06-26 01:05:04.72',-10,4,-46
'2010-06-26 01:05:04.76',-64,14,-49
'2010-06-26 01:05:04.8',-116,1,-36
'2010-06-26 01:05:04.84',-128,-1,46
'2010-06-26 01:05:04.88',-128,60,111
'2010-06-26 01:05:04.92',-127,127,123
'2010-06-26 01:05:04.96',-91,123,94
'2010-06-26 01:05:05.0',-113,52,44
'2010-06-26 01:05:05.04',-94,40,38
'2010-06-26 01:05:05.08',-65,11,-8
'2010-06-26 01:05:05.12',-105,29,21
'2010-06-26 01:05:05.16',-128,-15,10
'2010-06-26 01:05:05.2',-128,-73,-80
'2010-06-26 01:05:05.24',-22,18,-22
'2010-06-26 01:05:05.28',-128,-87,-107
'2010-06-26 01:05:05.32',-85,-64,-95
'2010-06-26 01:05:05.36',-100,-65,-93
'2010-06-26 01:05:05.4',-68,-45,-91
'2010-06-26 01:05:05.44',-2,-30,-32
'2010-06-26 01:05:05.48',-37,-3,-39
'2010-06-26 01:05:05.52',-107,-3,-76
'2010-06-26 01:05:05.56',-128,-21,-2
'2010-06-26 01:05:05.6',-128,28,74
'2010-06-26 01:05:05.64',-128,127,123
'2010-06-26 01:05:05.68',-104,127,122
'2010-06-26 01:05:05.72',-114,56,30
'2010-06-26 01:05:05.76',-27,72,51
'2010-06-26 01:05:05.8',-100,-8,2
'2010-06-26 01:05:05.84',-95,1,39
'2010-06-26 01:05:05.88',-128,-82,-81
'2010-06-26 01:05:05.92',-28,33,-13
'2010-06-26 01:05:05.96',-128,-82,-96
'2010-06-26 01:05:06.0',-128,-79,-110
'2010-06-26 01:05:06.04',-109,-77,-111
'2010-06-26 01:05:06.08',-96,-50,-100
'2010-06-26 01:05:06.12',-50,-28,-77
'2010-06-26 01:05:06.16',-2,10,-52
'2010-06-26 01:05:06.2',-68,-2,-59
'2010-06-26 01:05:06.24',-126,-24,-18
'2010-06-26 01:05:06.28',-128,-12,56
'2010-06-26 01:05:06.32',-128,89,108
'2010-06-26 01:05:06.36',-123,127,123
'2010-06-26 01:05:06.4',-104,120,102
'2010-06-26 01:05:06.44',-95,14,7
'2010-06-26 01:05:06.48',-128,42,-32
'2010-06-26 01:05:06.52',-67,16,-7
'2010-06-26 01:05:06.56',-99,23,18
'2010-06-26 01:05:06.6',-128,-21,8
'2010-06-26 01:05:06.64',-128,-68,-78
'2010-06-26 01:05:06.68',-31,23,-27
'2010-06-26 01:05:06.72',-128,-91,-81
'2010-06-26 01:05:06.76',-128,-83,-92
'2010-06-26 01:05:06.8',-120,-72,-91
'2010-06-26 01:05:06.84',-74,-29,-91
'2010-06-26 01:05:06.88',10,-10,-39
'2010-06-26 01:05:06.92',-30,3,-42
'2010-06-26 01:05:06.96',-88,-2,-63
'2010-06-26 01:05:07.0',-128,6,-2
'2010-06-26 01:05:07.04',-128,127,123
'2010-06-26 01:05:07.08',-128,127,123
'2010-06-26 01:05:07.12',-102,127,106
'2010-06-26 01:05:07.16',-127,62,74
'2010-06-26 01:05:07.2',-49,8,123
'2010-06-26 01:05:07.24',-97,48,66
'2010-06-26 01:05:07.28',-89,32,18
'2010-06-26 01:05:07.32',-128,4,14
'2010-06-26 01:05:07.36',-126,-70,-86
'2010-06-26 01:05:07.4',-84,-21,-64
'2010-06-26 01:05:07.44',-128,-98,-128
'2010-06-26 01:05:07.48',-106,-50,-82
'2010-06-26 01:05:07.52',-94,-54,-110
'2010-06-26 01:05:07.56',-65,-41,-88
'2010-06-26 01:05:07.6',-8,-48,-46
'2010-06-26 01:05:07.64',-29,33,-47
'2010-06-26 01:05:07.68',-92,16,-90
'2010-06-26 01:05:07.72',-128,-22,19
'2010-06-26 01:05:07.76',-128,-2,55
'2010-06-26 01:05:07.8',-128,112,123
'2010-06-26 01:05:07.84',-104,127,123
'2010-06-26 01:05:07.88',-101,81,50
'2010-06-26 01:05:07.92',-43,57,22
'2010-06-26 01:05:07.96',-93,28,8
'2010-06-26 01:05:08.0',-102,36,23
'2010-06-26 01:05:08.04',-123,10,27
'2010-06-26 01:05:08.08',-128,-40,-22
'2010-06-26 01:05:08.12',-128,-76,-74
'2010-06-26 01:05:08.16',-115,-90,-32
'2010-06-26 01:05:08.2',-128,-54,-121
'2010-06-26 01:05:08.24',-107,-63,-112
'2010-06-26 01:05:08.28',-104,-58,-95
'2010-06-26 01:05:08.32',-58,-29,-80
'2010-06-26 01:05:08.36',-6,9,-43
'2010-06-26 01:05:08.4',-63,10,-39
'2010-06-26 01:05:08.44',-117,14,-42
'2010-06-26 01:05:08.48',-128,14,41
'2010-06-26 01:05:08.52',-128,79,105
'2010-06-26 01:05:08.56',-127,127,123
'2010-06-26 01:05:08.6',-96,123,109
'2010-06-26 01:05:08.64',-104,61,13
'2010-06-26 01:05:08.68',-12,44,117
'2010-06-26 01:05:08.72',-85,74,8
'2010-06-26 01:05:08.76',-105,29,24
'2010-06-26 01:05:08.8',-128,-3,11
'2010-06-26 01:05:08.84',-128,-77,-66
'2010-06-26 01:05:08.88',-49,-7,-53
'2010-06-26 01:05:08.92',-128,-100,-101
'2010-06-26 01:05:08.96',-108,-67,-110
'2010-06-26 01:05:09.0',-99,-74,-106
'2010-06-26 01:05:09.04',-83,-43,-99
'2010-06-26 01:05:09.08',-2,-34,-18
'2010-06-26 01:05:09.12',-30,12,-37
'2010-06-26 01:05:09.16',-58,9,-50
'2010-06-26 01:05:09.2',-128,-6,-20
'2010-06-26 01:05:09.24',-128,64,123
'2010-06-26 01:05:09.28',-128,119,123
'2010-06-26 01:05:09.32',-101,127,123
'2010-06-26 01:05:09.36',-107,57,18
'2010-06-26 01:05:09.4',-16,63,23
'2010-06-26 01:05:09.44',-98,60,-25
'2010-06-26 01:05:09.48',-108,59,21
'2010-06-26 01:05:09.52',-125,14,21
'2010-06-26 01:05:09.56',-128,-45,-32
'2010-06-26 01:05:09.6',-128,-68,-77
'2010-06-26 01:05:09.64',-128,-117,-81
'2010-06-26 01:05:09.68',-128,-66,-111
'2010-06-26 01:05:09.72',-106,-71,-106
'2010-06-26 01:05:09.76',-99,-59,-91
'2010-06-26 01:05:09.8',-51,-29,-74
'2010-06-26 01:05:09.84',-20,7,-44
'2010-06-26 01:05:09.88',-84,-3,-56
'2010-06-26 01:05:09.92',-122,-12,-35
'2010-06-26 01:05:09.96',-128,30,89
'2010-06-26 01:05:10.0',-128,93,120
'2010-06-26 01:05:10.04',-119,127,123
'2010-06-26 01:05:10.08',-105,116,87
'2010-06-26 01:05:10.12',-85,7,-5
'2010-06-26 01:05:10.16',-128,24,60
'2010-06-26 01:05:10.2',-62,4,-4
'2010-06-26 01:05:10.24',-109,29,20
'2010-06-26 01:05:10.28',-128,-14,-4
'2010-06-26 01:05:10.32',-128,-69,-78
'2010-06-26 01:05:10.36',-22,22,-13
'2010-06-26 01:05:10.4',-128,-85,-69
'2010-06-26 01:05:10.44',-120,-74,-104
'2010-06-26 01:05:10.48',-123,-77,-93
'2010-06-26 01:05:10.52',-74,-38,-104
'2010-06-26 01:05:10.56',-4,-39,-39
'2010-06-26 01:05:10.6',-44,-14,-39
'2010-06-26 01:05:10.64',-77,-7,-55
'2010-06-26 01:05:10.68',-128,4,22
'2010-06-26 01:05:10.72',-128,127,123
'2010-06-26 01:05:10.76',-128,127,123
'2010-06-26 01:05:10.8',-95,127,123
'2010-06-26 01:05:10.84',-103,79,-5
'2010-06-26 01:05:10.88',66,36,-35
'2010-06-26 01:05:10.92',-108,12,-9
'2010-06-26 01:05:10.96',-115,12,33
'2010-06-26 01:05:11.0',-128,8,25
'2010-06-26 01:05:11.04',-128,-47,-35
'2010-06-26 01:05:11.08',-114,-63,-83
'2010-06-26 01:05:11.12',-128,-127,-119
'2010-06-26 01:05:11.16',-128,-53,-101
'2010-06-26 01:05:11.2',-103,-65,-99
'2010-06-26 01:05:11.24',-95,-47,-97
'2010-06-26 01:05:11.28',-12,-17,-28
'2010-06-26 01:05:11.32',-8,12,-51
'2010-06-26 01:05:11.36',-69,-1,-63
'2010-06-26 01:05:11.4',-128,-2,-46
'2010-06-26 01:05:11.44',-128,52,116
'2010-06-26 01:05:11.48',-128,111,122
'2010-06-26 01:05:11.52',-116,127,123
'2010-06-26 01:05:11.56',-81,67,86
'2010-06-26 01:05:11.6',-109,7,-3
'2010-06-26 01:05:11.64',-91,10,91
'2010-06-26 01:05:11.68',-102,54,6
'2010-06-26 01:05:11.72',-121,32,15
'2010-06-26 01:05:11.76',-128,-32,6
'2010-06-26 01:05:11.8',-128,-82,-67
'2010-06-26 01:05:11.84',-66,-80,122
'2010-06-26 01:05:11.88',-128,-70,-86
'2010-06-26 01:05:11.92',-99,-68,-104
'2010-06-26 01:05:11.96',-113,-55,-101
'2010-06-26 01:05:12.0',-63,-42,-86
'2010-06-26 01:05:12.04',6,-28,-27
'2010-06-26 01:05:12.08',-38,-8,-39
'2010-06-26 01:05:12.12',-108,-11,-72
'2010-06-26 01:05:12.16',-128,-22,41
'2010-06-26 01:05:12.2',-128,52,95
'2010-06-26 01:05:12.24',-128,127,123
'2010-06-26 01:05:12.28',-100,124,115
'2010-06-26 01:05:12.32',-98,69,20
'2010-06-26 01:05:12.36',18,34,92
'2010-06-26 01:05:12.4',-99,29,29
'2010-06-26 01:05:12.44',-102,28,16
'2010-06-26 01:05:12.48',-128,3,17
'2010-06-26 01:05:12.52',-128,-51,-65
'2010-06-26 01:05:12.56',-73,-16,-58
'2010-06-26 01:05:12.6',-128,-95,-90
'2010-06-26 01:05:12.64',-78,-36,-123
'2010-06-26 01:05:12.68',-60,-35,-96
'2010-06-26 01:05:12.72',-6,-34,-47
'2010-06-26 01:05:12.76',-38,-10,-28
'2010-06-26 01:05:12.8',-55,-12,-36
'2010-06-26 01:05:12.84',-128,0,-47
'2010-06-26 01:05:12.88',-128,92,117
'2010-06-26 01:05:12.92',-128,125,122
'2010-06-26 01:05:12.96',-103,127,123
'2010-06-26 01:05:13.0',-107,60,55
'2010-06-26 01:05:13.04',-41,22,-4
'2010-06-26 01:05:13.08',-109,70,-79
'2010-06-26 01:05:13.12',-64,59,-27
'2010-06-26 01:05:13.16',-128,-11,30
'2010-06-26 01:05:13.2',-128,-52,-53
'2010-06-26 01:05:13.24',-128,-75,-76
'2010-06-26 01:05:13.28',-54,20,-18
'2010-06-26 01:05:13.32',-128,-92,-66
'2010-06-26 01:05:13.36',-110,-62,-108
'2010-06-26 01:05:13.4',-120,-63,-96
'2010-06-26 01:05:13.44',-68,-32,-89
'2010-06-26 01:05:13.48',-1,-26,-30
'2010-06-26 01:05:13.52',-43,-8,-37
'2010-06-26 01:05:13.56',-100,2,-59
'2010-06-26 01:05:13.6',-128,6,17
'2010-06-26 01:05:13.64',-128,66,85
'2010-06-26 01:05:13.68',-128,127,123
'2010-06-26 01:05:13.72',-84,127,122
'2010-06-26 01:05:13.76',-106,73,14
'2010-06-26 01:05:13.8',10,89,103
'2010-06-26 01:05:13.84',-66,36,-13
'2010-06-26 01:05:13.88',-128,28,23
'2010-06-26 01:05:13.92',-128,-5,5
'2010-06-26 01:05:13.96',-128,-68,-73
'2010-06-26 01:05:14.0',-72,-29,-63
'2010-06-26 01:05:14.04',-128,-114,-109
'2010-06-26 01:05:14.08',-128,-65,-100
'2010-06-26 01:05:14.12',-109,-67,-90
'2010-06-26 01:05:14.16',-85,-44,-96
'2010-06-26 01:05:14.2',2,-34,-19
'2010-06-26 01:05:14.24',-14,-4,-35
'2010-06-26 01:05:14.28',-72,-6,-63
'2010-06-26 01:05:14.32',-128,7,-38
'2010-06-26 01:05:14.36',-128,89,123
'2010-06-26 01:05:14.4',-128,123,123
'2010-06-26 01:05:14.44',-114,127,123
'2010-06-26 01:05:14.48',-116,53,33
'2010-06-26 01:05:14.52',-43,51,50
'2010-06-26 01:05:14.56',-105,20,5
'2010-06-26 01:05:14.6',-87,8,20
'2010-06-26 01:05:14.64',-120,18,26
'2010-06-26 01:05:14.68',-128,-26,-28
'2010-06-26 01:05:14.72',-128,-68,-76
'2010-06-26 01:05:14.76',-43,27,-15
'2010-06-26 01:05:14.8',-128,-72,-105
'2010-06-26 01:05:14.84',-98,-81,-79
'2010-06-26 01:05:14.88',-105,-59,-89
'2010-06-26 01:05:14.92',-51,-35,-72
'2010-06-26 01:05:14.96',-13,-18,-40
'2010-06-26 01:05:15.0',-62,-2,-36
'2010-06-26 01:05:15.04',-101,8,-59
'2010-06-26 01:05:15.08',-128,31,75
'2010-06-26 01:05:15.12',-128,91,117
'2010-06-26 01:05:15.16',-121,127,123
'2010-06-26 01:05:15.2',-96,118,82
'2010-06-26 01:05:15.24',-115,23,21
'2010-06-26 01:05:15.28',-119,38,72
'2010-06-26 01:05:15.32',-63,4,-6
'2010-06-26 01:05:15.36',-101,26,22
'2010-06-26 01:05:15.4',-128,-12,12
'2010-06-26 01:05:15.44',-128,-84,-59
'2010-06-26 01:05:15.48',-76,-29,-66
'2010-06-26 01:05:15.52',-128,-108,-111
'2010-06-26 01:05:15.56',-128,-79,-91
'2010-06-26 01:05:15.6',-100,-62,-79
'2010-06-26 01:05:15.64',-73,-39,-92
'2010-06-26 01:05:15.68',17,-25,-28
'2010-06-26 01:05:15.72',-23,2,-34
'2010-06-26 01:05:15.76',-77,-14,-50
'2010-06-26 01:05:15.8',-128,0,-2
'2010-06-26 01:05:15.84',-128,86,123
'2010-06-26 01:05:15.88',-128,123,123
'2010-06-26 01:05:15.92',-108,127,123
'2010-06-26 01:05:15.96',-120,41,34
'2010-06-26 01:05:16.0',-5,23,26
'2010-06-26 01:05:16.04',-107,12,14
'2010-06-26 01:05:16.08',-103,-12,11
'2010-06-26 01:05:16.12',-126,12,22
'2010-06-26 01:05:16.16',-128,-39,-27
'2010-06-26 01:05:16.2',-128,-85,-70
'2010-06-26 01:05:16.24',-112,-59,7
'2010-06-26 01:05:16.28',-128,-90,-90
'2010-06-26 01:05:16.32',-122,-67,-92
'2010-06-26 01:05:16.36',-113,-49,-91
'2010-06-26 01:05:16.4',-41,-20,-86
'2010-06-26 01:05:16.44',-6,-24,-36
'2010-06-26 01:05:16.48',-62,-4,-44
'2010-06-26 01:05:16.52',-114,-16,-53
'2010-06-26 01:05:16.56',-128,19,79
'2010-06-26 01:05:16.6',-128,87,119
'2010-06-26 01:05:16.64',-118,127,123
'2010-06-26 01:05:16.68',-98,120,95
'2010-06-26 01:05:16.72',-123,-10,29
'2010-06-26 01:05:16.76',-121,70,35
'2010-06-26 01:05:16.8',-53,14,-17
'2010-06-26 01:05:16.84',-103,28,24
'2010-06-26 01:05:16.88',-128,-14,3
'2010-06-26 01:05:16.92',-128,-75,-84
'2010-06-26 01:05:16.96',-74,-25,-59
'2010-06-26 01:05:17.0',-128,-128,-109
'2010-06-26 01:05:17.04',-92,-48,-68
'2010-06-26 01:05:17.08',-97,-47,-79
'2010-06-26 01:05:17.12',-89,-42,-98
'2010-06-26 01:05:17.16',10,-26,-30
'2010-06-26 01:05:17.2',-30,-14,-28
'2010-06-26 01:05:17.24',-61,-19,-38
'2010-06-26 01:05:17.28',-128,0,-8
'2010-06-26 01:05:17.32',-128,104,123
'2010-06-26 01:05:17.36',-128,126,123
'2010-06-26 01:05:17.4',-102,127,123
'2010-06-26 01:05:17.44',-102,56,6
'2010-06-26 01:05:17.48',-3,50,46
'2010-06-26 01:05:17.52',-102,1,11
'2010-06-26 01:05:17.56',-113,3,25
'2010-06-26 01:05:17.6',-128,7,23
'2010-06-26 01:05:17.64',-128,-54,-60
'2010-06-26 01:05:17.68',-105,-52,-70
'2010-06-26 01:05:17.72',-128,-119,-111
'2010-06-26 01:05:17.76',-125,-75,-128
'2010-06-26 01:05:17.8',-94,-73,-102
'2010-06-26 01:05:17.84',-98,-58,-88
'2010-06-26 01:05:17.88',-44,-1,-65
'2010-06-26 01:05:17.92',-18,26,-53
'2010-06-26 01:05:17.96',-70,1,-51
'2010-06-26 01:05:18.0',-122,-12,-18
'2010-06-26 01:05:18.04',-128,13,123
'2010-06-26 01:05:18.08',-128,85,123
'2010-06-26 01:05:18.12',-118,127,123
'2010-06-26 01:05:18.16',-69,111,100
'2010-06-26 01:05:18.2',-128,127,123
'2010-06-26 01:05:18.24',26,106,93
'2010-06-26 01:05:18.28',-102,-6,9
'2010-06-26 01:05:18.32',-128,11,35
'2010-06-26 01:05:18.36',-128,-10,0
'2010-06-26 01:05:18.4',-128,-73,-68
'2010-06-26 01:05:18.44',-74,-19,-75
'2010-06-26 01:05:18.48',-128,-111,-118
'2010-06-26 01:05:18.52',-113,-63,-100
'2010-06-26 01:05:18.56',-103,-57,-83
'2010-06-26 01:05:18.6',-74,-37,-102
'2010-06-26 01:05:18.64',2,-44,-13
'2010-06-26 01:05:18.68',-40,-10,-35
'2010-06-26 01:05:18.72',-102,3,-72
'2010-06-26 01:05:18.76',-128,-4,16
'2010-06-26 01:05:18.8',-128,127,123
'2010-06-26 01:05:18.84',-128,127,123
'2010-06-26 01:05:18.88',-98,127,123
'2010-06-26 01:05:18.92',-118,44,11
'2010-06-26 01:05:18.96',-8,115,-20
'2010-06-26 01:05:19.0',-104,-23,17
'2010-06-26 01:05:19.04',-113,2,26
